SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M7132,4,1132,0.0278511512503741,0.492,1000,0.0349250842868588,0.0396117686977266,0.999991219874902,-0.251081922850517
M9922,5,1922,0.0280299604033324,0.4975,1000,0.0349250842868588,0.0396010523596364,0.999991219874902,0.258679877425891
M6437,4,437,0.028199578587812,0.4945,1000,0.0349250842868588,0.0395909525017906,0.999991219874902,0.254565202361221
M2159,2,159,0.028217675886229,0.489,1000,0.0349250842868588,0.039589878644803,0.999991219874902,0.257897462095798
M4625,3,625,0.028314911108338,0.478,1000,0.0349250842868588,0.0395841211681391,0.999991219874902,0.254669045509672
M4235,3,235,0.028364984528675,0.4975,1000,0.0349250842868588,0.0395811642636978,0.999991219874902,0.257932086245205
M2936,2,936,0.0284318677010426,0.4845,1000,0.0349250842868588,0.0395772231980157,0.999991219874902,-0.259158198090063
M6564,4,564,0.0284441797906644,0.4795,1000,0.0349250842868588,0.039576498766287,0.999991219874902,-0.254341353184373
M4492,3,492,0.0286347752325957,0.49,1000,0.0349250842868588,0.0395653258293992,0.999991219874902,-0.255128717891012
M6685,4,685,0.0286480738427407,0.4775,1000,0.0349250842868588,0.0395645491448752,0.999991219874902,0.254620088074375
M5980,3,1980,0.0287544912436576,0.48,1000,0.0349250842868588,0.0395583475116033,0.999991219874902,-0.254335893930261
M3225,2,1225,0.0289379180774787,0.4915,1000,0.0349250842868588,0.0395477140124713,0.999991219874902,-0.251763020885448
M4677,3,677,0.0290766115551178,0.485,1000,0.0349250842868588,0.0395397203338649,0.999991219874902,0.254097781235885
M6654,4,654,0.0291448472684518,0.483,1000,0.0349250842868588,0.0395358021139909,0.999991219874902,-0.256068853327861
M4040,3,40,0.0292167781341447,0.4925,1000,0.0349250842868588,0.0395316820588405,0.999991219874902,-0.253480766883456
M165,1,165,0.0292347826360795,0.491,1000,0.0349250842868588,0.03953065245294,0.999991219874902,-0.257362089784692
M7189,4,1189,0.029246126223062,0.4865,1000,0.0349250842868588,0.0395300040979044,0.999991219874902,-0.257523710829787
M2736,2,736,0.0292503283361763,0.481,1000,0.0349250842868588,0.0395297639881499,0.999991219874902,0.250541655398422
M6231,4,231,0.0295372416335377,0.484,1000,0.0349250842868588,0.0395134542454837,0.999991219874902,0.258229116493567
M5855,3,1855,0.0295689821746217,0.491,1000,0.0349250842868588,0.0395116601002639,0.999991219874902,0.256675131383986
M6166,4,166,0.0296642959080496,0.498,1000,0.0349250842868588,0.0395062845119397,0.999991219874902,-0.258872756437427
M3794,2,1794,0.0297546460910453,0.4935,1000,0.0349250842868588,0.039501205477016,0.999991219874902,0.253861108655144
M8812,5,812,0.0298235355286016,0.4965,1000,0.0349250842868588,0.039497343660409,0.999991219874902,0.255054313362905
M1743,1,1743,0.0299131889313966,0.471,1000,0.0349250842868588,0.0394923317722351,0.999991219874902,-0.256450749343287
M6900,4,900,0.0301671298081785,0.4865,1000,0.0349250842868588,0.0394782203825305,0.999991219874902,0.251709347978135
M1499,1,1499,0.0301693643235589,0.496,1000,0.0349250842868588,0.0394780967624919,0.999991219874902,0.261652939547275
M2092,2,92,0.0303778630757625,0.4725,1000,0.0349250842868588,0.03946660385107,0.999991219874902,0.248492816179862
M1332,1,1332,0.030469375376143,0.4955,1000,0.0349250842868588,0.0394615854724062,0.999991219874902,0.253372936706796
M7478,4,1478,0.0304850897962301,0.4885,1000,0.0349250842868588,0.0394607253038139,0.999991219874902,-0.253262505475618
M9731,5,1731,0.030603507888924,0.4835,1000,0.0349250842868588,0.0394542582414928,0.999991219874902,0.249429347747366
M2045,2,45,0.0307503409104917,0.4975,1000,0.0349250842868588,0.0394462755728915,0.999991219874902,0.251299832838868
M7756,4,1756,0.031083779813401,0.462,1000,0.0349250842868588,0.0394282948355297,0.999991219874902,0.252530062206517
M4493,3,493,0.0311798655994293,0.498,1000,0.0349250842868588,0.0394231507762119,0.999991219874902,0.255422402676516
M6439,4,439,0.031308936651757,0.4815,1000,0.0349250842868588,0.0394162668175919,0.999991219874902,-0.249963188689037
M1965,1,1965,0.0313624434305118,0.4815,1000,0.0349250842868588,0.0394134217414703,0.999991219874902,0.249934303215127
M4253,3,253,0.0314336114580498,0.498,1000,0.0349250842868588,0.039409645425617,0.999991219874902,0.252369246842761
M1785,1,1785,0.031452074309526,0.4815,1000,0.0349250842868588,0.0394086672096579,0.999991219874902,-0.249035682308886
M2483,2,483,0.0314646224552181,0.489,1000,0.0349250842868588,0.0394080027145379,0.999991219874902,-0.254684704601175
M3190,2,1190,0.0314974508105449,0.498,1000,0.0349250842868588,0.0394062655768754,0.999991219874902,-0.254249973147012
M4740,3,740,0.03205068134174,0.484,1000,0.0349250842868588,0.0393772722600748,0.999991219874902,-0.249048665009013
M4708,3,708,0.0320870390456505,0.4755,1000,0.0349250842868588,0.0393753852053116,0.999991219874902,0.252423562942795
M1488,1,1488,0.0322030984731335,0.4965,1000,0.0349250842868588,0.0393693763559022,0.999991219874902,0.250903366934381
M5643,3,1643,0.0323852583171859,0.495,1000,0.0349250842868588,0.0393599907349258,0.999991219874902,0.25595799177762
M8169,5,169,0.0324271262279724,0.485,1000,0.0349250842868588,0.0393578413300412,0.999991219874902,-0.249460641122482
M6942,4,942,0.0326337174765658,0.494,1000,0.0349250842868588,0.0393472777092436,0.999991219874902,0.251349849304859
M9989,5,1989,0.032658841492759,0.498,1000,0.0349250842868588,0.0393459978158048,0.999991219874902,0.25002138284384
M6222,4,222,0.0328234930228459,0.4955,1000,0.0349250842868588,0.0393376353711802,0.999991219874902,0.244658442744253
M7685,4,1685,0.0328827318650165,0.497,1000,0.0349250842868588,0.0393346374320251,0.999991219874902,0.248771504908177
M8333,5,333,0.03368251426763,0.482,1000,0.0349250842868588,0.0392947065358333,0.999991219874902,0.251695098213077
M6320,4,320,0.033926202588969,0.4675,1000,0.0349250842868588,0.0392827368454762,0.999991219874902,-0.246456806402477
M2563,2,563,0.0339486910119255,0.4895,1000,0.0349250842868588,0.0392816367785993,0.999991219874902,0.24610185818068
M5812,3,1812,0.0344658063040861,0.494,1000,0.0349250842868588,0.0392565493494638,0.999991219874902,-0.246352037718452
M8776,5,776,0.0345078817563912,0.4885,1000,0.0349250842868588,0.0392545254578026,0.999991219874902,0.254581317337738
M2009,2,9,0.0345701903505514,0.472,1000,0.0349250842868588,0.0392515330639494,0.999991219874902,0.250145078061735
M7355,4,1355,0.0346641820675406,0.4905,1000,0.0349250842868588,0.0392470297455801,0.999991219874902,0.244583547628281
M5195,3,1195,0.0347283373623933,0.484,1000,0.0349250842868588,0.0392439632828718,0.999991219874902,-0.250508496260636
M9228,5,1228,0.0347798174649437,0.4885,1000,0.0349250842868588,0.0392415069500122,0.999991219874902,0.250888246671366
M5530,3,1530,0.0348751445203988,0.498,1000,0.0349250842868588,0.0392369685320125,0.999991219874902,0.245408724497054
M8435,5,435,0.0350200570870611,0.4975,1000,0.0349250842868588,0.0392300942317577,0.999991219874902,-0.248559601344027
M2680,2,680,0.0350856367256589,0.496,1000,0.0349250842868588,0.0392269930804789,0.999991219874902,0.245999101457414
M6922,4,922,0.0352249946036348,0.497,1000,0.0349250842868588,0.0392204231937827,0.999991219874902,0.248282493249576
M4538,3,538,0.035282664454663,0.496,1000,0.0349250842868588,0.0392177123689842,0.999991219874902,-0.248424307346397
M2230,2,230,0.0352838875124762,0.4735,1000,0.0349250842868588,0.0392176549283029,0.999991219874902,0.2460794806791
M1783,1,1783,0.0352956235649709,0.4955,1000,0.0349250842868588,0.0392171038527966,0.999991219874902,0.24688237207863
M3307,2,1307,0.0352998361980341,0.489,1000,0.0349250842868588,0.0392169060921478,0.999991219874902,0.245738269715105
M4447,3,447,0.0353131096044279,0.4945,1000,0.0349250842868588,0.039216283138188,0.999991219874902,-0.242419033776116
M6708,4,708,0.0353417086262936,0.491,1000,0.0349250842868588,0.0392149417483534,0.999991219874902,0.249600027612075
M8346,5,346,0.0353808598115993,0.485,1000,0.0349250842868588,0.0392131072697938,0.999991219874902,0.244410085060792
M8243,5,243,0.035481774477071,0.465,1000,0.0349250842868588,0.0392083885746356,0.999991219874902,-0.245332774513884
M5999,3,1999,0.0355712462336746,0.5,1000,0.0349250842868588,0.0392042166880453,0.999991219874902,0.249141140962649
M3957,2,1957,0.0356533396040177,0.491,1000,0.0349250842868588,0.0392003985029593,0.999991219874902,0.246278099334972
M1350,1,1350,0.0357057699936526,0.4985,1000,0.0349250842868588,0.0391979647693889,0.999991219874902,0.248513242054287
M2123,2,123,0.0357348955459248,0.4875,1000,0.0349250842868588,0.0391966144261925,0.999991219874902,0.244539577239777
M4813,3,813,0.0360019218544479,0.486,1000,0.0349250842868588,0.0391842878319004,0.999991219874902,-0.242715542732412
M8146,5,146,0.0363254742774507,0.4955,1000,0.0349250842868588,0.0391694796392538,0.999991219874902,-0.24386632881459
M459,1,459,0.0363378075102499,0.4915,1000,0.0349250842868588,0.039168917917017,0.999991219874902,-0.241130786583881
M6529,4,529,0.0363560319493638,0.499,1000,0.0349250842868588,0.0391680882431586,0.999991219874902,-0.245687667291634
M1766,1,1766,0.0369536298501126,0.494,1000,0.0349250842868588,0.0391411213604006,0.999991219874902,-0.239697812324948
M8685,5,685,0.0369652737710552,0.487,1000,0.0349250842868588,0.0391406004766002,0.999991219874902,-0.247865397528642
M2037,2,37,0.0370000885147443,0.4875,1000,0.0349250842868588,0.0391390440859744,0.999991219874902,0.239763836348175
M6174,4,174,0.0370623608485071,0.498,1000,0.0349250842868588,0.0391362640332912,0.999991219874902,-0.24574603995859
M1065,1,1065,0.0371738050050641,0.4955,1000,0.0349250842868588,0.0391313009900268,0.999991219874902,-0.243161985831478
M5252,3,1252,0.0374479050436605,0.4905,1000,0.0349250842868588,0.0391191603562655,0.999991219874902,-0.239727688987614
M5698,3,1698,0.0377302496188883,0.477,1000,0.0349250842868588,0.0391067516581425,0.999991219874902,0.245016119686738
M537,1,537,0.0377771985800984,0.499,1000,0.0349250842868588,0.0391046977614268,0.999991219874902,-0.241180540995458
M2901,2,901,0.0379749792718117,0.4975,1000,0.0349250842868588,0.0390960746800931,0.999991219874902,0.241617324733909
M4795,3,795,0.0380066464070045,0.498,1000,0.0349250842868588,0.0390946983974015,0.999991219874902,0.242724820606213
M983,1,983,0.0380505249158217,0.497,1000,0.0349250842868588,0.0390927933854336,0.999991219874902,-0.23795655437857
M7212,4,1212,0.0380511352337129,0.4975,1000,0.0349250842868588,0.0390927669043779,0.999991219874902,-0.241712591168323
M9117,5,1117,0.0381277087256296,0.4975,1000,0.0349250842868588,0.0390894479930358,0.999991219874902,0.241148238505673
M9308,5,1308,0.0382513080977952,0.478,1000,0.0349250842868588,0.0390841055826375,0.999991219874902,-0.240397877101827
M6220,4,220,0.0383787248956075,0.497,1000,0.0349250842868588,0.0390786171083443,0.999991219874902,-0.238176356694225
M772,1,772,0.0384971833039915,0.493,1000,0.0349250842868588,0.0390735316513823,0.999991219874902,-0.241431392726781
M984,1,984,0.0387097446247112,0.4945,1000,0.0349250842868588,0.0390644473896786,0.999991219874902,-0.242988545560365
M2134,2,134,0.0388015170144106,0.4965,1000,0.0349250842868588,0.0390605414802818,0.999991219874902,0.24082592942051
M1771,1,1771,0.0388581088166771,0.5,1000,0.0349250842868588,0.0390581377194246,0.999991219874902,0.24326114517703
M4198,3,198,0.0389472271510974,0.4865,1000,0.0349250842868588,0.039054359824811,0.999991219874902,0.239818619316736
M153,1,153,0.0389570971191996,0.484,1000,0.0349250842868588,0.0390539419768183,0.999991219874902,0.240634024928738
M2519,2,519,0.0389701164237503,0.496,1000,0.0349250842868588,0.0390533909707976,0.999991219874902,0.239649811305298
M632,1,632,0.0389708758676064,0.4875,1000,0.0349250842868588,0.0390533588354077,0.999991219874902,-0.240800961373282
M8349,5,349,0.0390274632979799,0.4985,1000,0.0349250842868588,0.0390509662226233,0.999991219874902,0.246751882166734
M9893,5,1893,0.0390293825121554,0.4785,1000,0.0349250842868588,0.0390508851388907,0.999991219874902,-0.243872160990634
M4032,3,32,0.0394138553155174,0.499,1000,0.0349250842868588,0.0390347256832799,0.999991219874902,0.240695103079076
M4922,3,922,0.0398020875604699,0.473,1000,0.0349250842868588,0.0390185754203951,0.999991219874902,0.242901868783861
M388,1,388,0.0399642727618182,0.491,1000,0.0349250842868588,0.0390118775667021,0.999991219874902,0.241999745398061
M1857,1,1857,0.0400167331585158,0.486,1000,0.0349250842868588,0.0390097171939958,0.999991219874902,0.241841276064974
M7652,4,1652,0.0401117385472536,0.485,1000,0.0349250842868588,0.0390058123422198,0.999991219874902,0.24079496480374
M7463,4,1463,0.0402928596970027,0.488,1000,0.0349250842868588,0.0389983948785537,0.999991219874902,-0.243237273279192
M3353,2,1353,0.0403923276207431,0.4995,1000,0.0349250842868588,0.0389943362609997,0.999991219874902,-0.24140395010437
M702,1,702,0.0404576197722513,0.497,1000,0.0349250842868588,0.0389916778359799,0.999991219874902,-0.234998508904368
M346,1,346,0.0404771896453184,0.499,1000,0.0349250842868588,0.0389908819107199,0.999991219874902,-0.240858942828652
M5821,3,1821,0.0404993891749152,0.494,1000,0.0349250842868588,0.0389899795245449,0.999991219874902,0.245737824599018
M2697,2,697,0.0405679219660866,0.4935,1000,0.0349250842868588,0.0389871970207119,0.999991219874902,-0.236626657442287
M9588,5,1588,0.0406664517489246,0.4925,1000,0.0349250842868588,0.0389832052571816,0.999991219874902,0.23940077721636
M1762,1,1762,0.0406669738321125,0.455,1000,0.0349250842868588,0.0389831841329882,0.999991219874902,0.241896469001631
M2999,2,999,0.0407148999801277,0.4745,1000,0.0349250842868588,0.0389812461895456,0.999991219874902,0.241751690834917
M7229,4,1229,0.040745149642473,0.494,1000,0.0349250842868588,0.0389800242476972,0.999991219874902,0.239385065020258
M540,1,540,0.0409047321121772,0.4875,1000,0.0349250842868588,0.0389735936317641,0.999991219874902,0.236313180608875
M9083,5,1083,0.0410601422141198,0.489,1000,0.0349250842868588,0.0389673564596429,0.999991219874902,0.236257023522342
M4537,3,537,0.0412581322696826,0.4975,1000,0.0349250842868588,0.0389594462741677,0.999991219874902,-0.237849315499432
M1704,1,1704,0.0412827947469166,0.499,1000,0.0349250842868588,0.0389584637460855,0.999991219874902,0.235978081513792
M7565,4,1565,0.0413112181064822,0.4865,1000,0.0349250842868588,0.0389573321539595,0.999991219874902,-0.235147512992285
M5863,3,1863,0.041487826245112,0.496,1000,0.0349250842868588,0.0389503193289057,0.999991219874902,0.238378293100595
M2840,2,840,0.0415052128329441,0.4825,1000,0.0349250842868588,0.0389496306345127,0.999991219874902,-0.234263101325553
M5360,3,1360,0.0417524198497203,0.4795,1000,0.0349250842868588,0.0389398713124214,0.999991219874902,0.235548810360285
M2961,2,961,0.0418284017467662,0.4885,1000,0.0349250842868588,0.0389368838874118,0.999991219874902,0.242844703518244
M9606,5,1606,0.0420678040868777,0.4925,1000,0.0349250842868588,0.0389275083792483,0.999991219874902,-0.23036230746834
M1604,1,1604,0.0421599948914968,0.4995,1000,0.0349250842868588,0.0389239129589721,0.999991219874902,0.236818308137515
M5748,3,1748,0.0422350195047138,0.4875,1000,0.0349250842868588,0.0389209931192653,0.999991219874902,0.237841750844041
M5168,3,1168,0.0423275524773491,0.48,1000,0.0349250842868588,0.0389173993932469,0.999991219874902,-0.232698381223599
M8724,5,724,0.0423389575927885,0.481,1000,0.0349250842868588,0.0389169570226061,0.999991219874902,-0.235719819102314
M872,1,872,0.0425207503483168,0.496,1000,0.0349250842868588,0.0389099227099845,0.999991219874902,-0.239242550229733
M4126,3,126,0.0427320397263607,0.4895,1000,0.0349250842868588,0.0389017867355052,0.999991219874902,0.239897205970863
M9194,5,1194,0.0430890375213164,0.4985,1000,0.0349250842868588,0.0388881358626745,0.999991219874902,-0.238107636095947
M7968,4,1968,0.0431667390861286,0.4885,1000,0.0349250842868588,0.0388851804996287,0.999991219874902,-0.233885255956579
M587,1,587,0.0432386019034377,0.4985,1000,0.0349250842868588,0.0388824521961129,0.999991219874902,-0.233469745491675
M3027,2,1027,0.0435617933501735,0.4845,1000,0.0349250842868588,0.0388702408610608,0.999991219874902,0.241433845771041
M7367,4,1367,0.0435776379711788,0.494,1000,0.0349250842868588,0.0388696446512403,0.999991219874902,0.237486937004917
M4007,3,7,0.0436271390574463,0.4785,1000,0.0349250842868588,0.0388677834686322,0.999991219874902,-0.233184540789637
M1803,1,1803,0.0437706478880645,0.486,1000,0.0349250842868588,0.0388624002571656,0.999991219874902,-0.235162496473151
M9836,5,1836,0.044035235340737,0.4985,1000,0.0349250842868588,0.0388525238083777,0.999991219874902,0.23338001681617
M2831,2,831,0.0440536810154936,0.497,1000,0.0349250842868588,0.0388518376070329,0.999991219874902,-0.235846202409959
M8065,5,65,0.0441027513792428,0.4995,1000,0.0349250842868588,0.0388500136038117,0.999991219874902,0.23879104485718
M9406,5,1406,0.0441541406407153,0.476,1000,0.0349250842868588,0.0388481056963176,0.999991219874902,-0.234963431978372
M1862,1,1862,0.0443014656134201,0.4855,1000,0.0349250842868588,0.038842648971655,0.999991219874902,-0.230591286590254
M8453,5,453,0.0443432194219797,0.4995,1000,0.0349250842868588,0.0388411059439034,0.999991219874902,0.235463132595157
M9237,5,1237,0.0444306242484675,0.4925,1000,0.0349250842868588,0.0388378808191643,0.999991219874902,0.236989217588757
M7681,4,1681,0.0447410247624369,0.489,1000,0.0349250842868588,0.0388264812649221,0.999991219874902,0.231986090094495
M6494,4,494,0.0447435881472397,0.492,1000,0.0349250842868588,0.038826387471397,0.999991219874902,-0.233899463595662
M5119,3,1119,0.0450475556301618,0.4985,1000,0.0349250842868588,0.0388153053812379,0.999991219874902,-0.234558302819835
M4640,3,640,0.0452486758475485,0.491,1000,0.0349250842868588,0.0388080161836046,0.999991219874902,-0.229529057437333
